Country,Year,Region,Disease_Name,Prevalence_Rate,Incidence_Rate,Mortality_Rate,Recovery_Rate,Healthcare_Access_Index,Hospital_Beds_per_1000,Doctors_per_1000,Vaccination_Coverage,Life_Expectancy,Median_Age,Urban_Population_Percent,GDP_Per_Capita,Health_Expenditure_Percent_GDP,Population,Male_Female_Ratio,Smoking_Prevalence
India,2004,West,Cancer,2320.25,697.22,12.72,84.78,99.2,2.04,0.28,56.57,72,26,45.04,5533,5.05,104434211,0.92,29.1
India,2010,North,Flu,4359.13,616.61,10.36,48.55,52.04,6.25,0.68,91.41,60,35,37.08,7844,4.92,50351348,0.88,23.69
India,2009,North,Flu,1817.32,16.7,1.51,73.65,55.69,0.58,3.37,99.85,72,28,47.03,3042,2.71,109561140,1.04,11.66
India,2002,Central,Diabetes,1350.5,207.83,11.01,54.06,57.53,12.75,3.37,38.72,65,23,30.24,7036,2.98,10390788,0.98,18.53
India,2000,East,Flu,3452.76,769.44,10.81,67.18,20.95,1.53,7.31,62.93,73,25,34.3,4411,4.39,41696986,1.07,14.05
India,2019,East,Diabetes,4095.52,625.08,12.5,76.98,58.85,12.71,4.65,38.99,57,25,42.81,4599,5.11,188723481,1.01,19.41
India,2020,South,Heart Disease,2210.41,1394.36,4.83,76.7,49.82,4.94,4.21,71.37,66,28,48.78,1942,2.3,87030819,0.88,29.86
India,2020,North,Cancer,2870.42,793.38,16.39,58.85,99.35,13.01,3.73,79.36,74,21,26.14,3240,5.61,188734106,0.88,33.27
India,2018,West,COVID-19,597.41,1609.58,5.26,44.4,62.77,13.7,0.8,74.61,57,34,41.19,6640,3.83,12316749,1.1,11.31
India,2021,North,Diabetes,4474.41,527.02,11.44,67.97,52.37,4.97,4.24,59.03,65,23,26.41,7375,3.79,134573855,1.08,27.56
India,2006,South,Tuberculosis,4780.72,434.31,14.73,46.67,40.58,2.74,3.92,56.8,70,30,47.3,4007,3.08,169997893,0.92,33.35
India,2010,North,Flu,4333.76,47.49,6.87,81.97,29.43,2.3,7.99,41.17,59,23,25.03,7422,5.26,88201807,0.91,30.98
India,2011,West,HIV/AIDS,2179.24,1914.56,1.57,71.2,42.6,3.57,3.39,91.05,66,28,27.53,1651,3.17,109565834,1.01,33.46
India,2007,Central,Heart Disease,1889.72,1304.13,5.05,51.64,28.4,6.03,1.43,66.06,72,23,29.6,5389,5.57,12215869,0.91,34.17
India,2014,West,Cancer,3526.89,1873.12,16.91,81.93,99.19,12.73,1.31,34.84,71,20,28.25,7078,4.39,145666599,0.89,10.03
India,2012,North,Tuberculosis,2139.18,1684.86,1.92,67.97,30.53,8.94,4.77,51.89,56,35,33.84,6601,5.45,123155889,0.86,25.52
India,2010,Central,Malaria,4533.33,825.82,7.86,82.6,25.89,1.93,2.37,33.89,73,20,37.04,3771,5.06,43111554,1.08,19.83
India,2002,East,Asthma,4164.32,608.62,3.63,79.13,22.93,8.03,0.88,82.78,60,20,41.33,5911,2.85,134871758,0.94,14.86
India,2001,East,Asthma,4370.27,1451.37,11.46,58.79,50.21,1.22,2.95,57.11,56,31,44.33,4312,2.01,4100649,0.87,24.24
India,2025,North,Cancer,4580.82,1615.97,19.12,96.49,66.39,14.71,3.97,79.27,68,26,31.02,3451,5.89,192138212,1.07,26.4
India,2019,East,Asthma,4035.29,403.29,10.16,78.31,58.75,13.82,4.31,52.0,72,27,47.13,3073,3.07,22895466,1.06,12.31
India,2013,East,Asthma,563.24,958.07,18.98,92.18,36.24,11.27,6.65,80.46,68,28,25.48,2947,4.03,50220957,0.89,29.35
India,2019,North,Heart Disease,2066.25,1585.98,14.89,65.12,93.83,11.43,5.86,56.92,55,32,44.11,1641,3.84,68013026,0.93,11.88
India,2015,South,Tuberculosis,1650.28,1519.17,12.66,77.03,95.27,2.85,4.81,48.85,71,30,43.97,6892,4.16,60427093,1.09,17.15
India,2001,North,HIV/AIDS,1906.09,886.57,6.02,64.39,27.9,5.09,7.11,84.0,59,29,39.82,4739,5.8,82969246,0.99,32.31
India,2002,West,Cancer,2982.51,1359.1,19.99,81.89,42.23,7.93,3.07,58.91,75,34,25.16,4450,2.05,160430937,1.08,26.25
India,2000,South,HIV/AIDS,487.0,1966.44,1.07,42.38,31.43,7.42,7.48,69.9,70,35,39.96,7052,4.97,176065042,1.04,16.67
India,2015,West,Asthma,2749.6,83.86,6.44,93.78,68.24,7.67,6.81,71.05,55,28,42.49,2181,4.38,122902641,1.07,28.81
India,2009,West,Flu,3183.16,188.17,8.14,49.69,37.57,6.61,2.12,39.4,64,21,32.86,2133,2.48,15838437,0.98,16.95
India,2019,East,Malaria,161.26,696.58,9.69,49.25,69.67,8.98,6.55,77.87,72,23,37.24,3810,4.59,62714194,1.1,31.92
India,2007,Central,HIV/AIDS,517.33,753.75,2.54,55.2,22.4,6.34,6.26,59.9,56,27,30.22,5451,3.79,65247431,0.99,32.78
India,2013,West,Asthma,836.44,1207.66,7.93,88.16,64.83,14.42,6.34,95.32,65,23,29.27,3210,5.64,188386008,1.07,11.63
India,2020,Central,Heart Disease,2100.63,452.35,1.72,95.92,61.73,9.32,2.23,32.17,71,27,32.46,3475,4.33,16744613,0.86,28.97
India,2016,North,Malaria,2739.97,634.53,9.93,68.47,99.23,6.72,5.82,42.0,55,31,31.65,7953,2.08,174447697,0.95,18.66
India,2025,North,COVID-19,4236.56,1333.29,14.21,94.14,79.84,12.25,1.59,35.56,74,21,26.78,4900,2.74,143194055,0.9,26.01
India,2013,West,Diabetes,1751.01,136.5,10.62,52.52,94.17,5.31,1.9,40.93,70,28,27.73,6870,3.07,182110805,1.06,34.69
India,2024,West,Heart Disease,4004.97,283.06,19.54,77.88,25.26,3.31,1.54,82.01,55,33,31.45,3238,2.91,51345458,0.93,23.65
India,2011,Central,Diabetes,3182.74,1723.3,11.35,64.4,43.01,13.75,1.3,67.52,68,30,44.41,7007,4.14,97015319,0.97,16.25
India,2012,South,Asthma,4233.12,1829.02,10.98,81.26,92.01,5.57,1.95,38.78,61,29,27.02,5251,4.11,68746190,1.07,33.47
India,2017,Central,COVID-19,1702.69,1760.09,1.07,57.88,55.86,4.38,7.13,32.46,68,32,25.86,6556,3.59,123544165,1.05,10.25
India,2014,East,Flu,3190.34,1020.93,5.17,52.46,73.67,7.06,6.19,49.46,69,23,33.58,5148,4.52,71390663,1.08,24.54
India,2002,East,Tuberculosis,1612.11,268.04,5.06,64.52,62.61,1.73,3.87,45.5,68,31,39.67,6199,3.85,1116175,1.01,25.22
India,2010,Central,Flu,4534.53,87.81,10.85,52.67,99.76,6.23,7.25,84.3,74,29,26.87,5590,3.99,149904220,0.94,34.34
India,2018,South,COVID-19,2230.28,149.19,9.92,48.01,75.53,1.31,5.0,95.76,67,24,49.52,6310,3.42,83801436,0.96,29.34
India,2010,East,COVID-19,4970.58,1087.44,16.91,77.05,60.6,11.89,6.8,53.02,65,35,42.87,7146,3.62,43537455,0.95,20.98
India,2003,East,Asthma,1261.57,1405.31,7.38,77.15,20.03,3.85,5.02,55.18,72,21,47.66,2346,2.31,56152756,0.98,24.23
India,2006,North,COVID-19,1132.38,707.46,14.45,87.06,33.68,11.92,4.12,82.79,60,31,31.15,6560,3.02,44011081,1.01,28.43
India,2010,Central,Heart Disease,544.76,437.23,5.85,55.71,43.82,11.43,3.94,34.27,61,35,40.89,7804,4.79,27630594,0.93,33.91
India,2005,South,Tuberculosis,856.37,1882.12,16.13,71.6,82.72,9.79,4.62,36.56,59,33,46.08,2216,5.98,53306168,0.94,25.85
India,2007,East,HIV/AIDS,1207.31,759.67,10.04,57.43,39.18,2.13,1.78,95.63,61,22,39.9,4774,4.18,189540846,0.92,13.7
India,2016,West,Cancer,268.5,809.48,15.17,50.38,52.71,10.49,6.95,81.0,71,21,28.57,3142,2.36,183252788,1.02,20.65
India,2021,East,Malaria,4676.37,774.87,4.86,57.02,23.34,8.32,3.37,85.37,55,33,25.54,3278,5.55,121886730,0.92,12.62
India,2021,North,Cancer,1053.71,119.91,15.96,44.3,83.06,2.19,5.96,36.49,72,34,28.76,7469,4.93,155424571,0.86,16.9
India,2023,South,Asthma,1052.56,745.73,5.2,46.77,95.89,8.38,2.92,98.2,73,31,33.71,3728,5.11,76472762,0.94,25.71
India,2016,North,Heart Disease,1364.74,131.4,11.37,52.14,90.29,10.46,2.82,74.92,58,35,32.9,1760,5.74,173554178,0.89,33.99
India,2007,East,Tuberculosis,4092.64,665.4,8.17,55.59,93.54,6.21,1.49,77.21,70,21,37.75,5289,3.12,165145722,1.08,30.59
India,2000,South,Cancer,1108.62,96.43,12.65,45.59,39.06,14.22,6.01,54.09,61,30,36.0,7807,4.3,17687262,1.01,16.09
India,2014,South,Cancer,3227.48,279.4,11.15,70.63,35.88,3.44,2.05,61.06,69,21,34.45,7044,2.68,54758656,1.06,19.61
India,2008,Central,Tuberculosis,2128.56,1269.18,9.93,71.49,68.91,5.83,3.14,96.18,59,33,40.35,5562,2.64,65123443,0.95,34.63
India,2009,East,Heart Disease,1334.39,678.4,12.71,96.92,72.07,14.12,1.94,62.47,67,33,48.22,3805,4.95,169985239,0.87,23.06
India,2020,East,Malaria,2996.91,1521.39,3.19,67.22,58.59,9.64,5.94,57.25,71,32,27.35,7102,4.58,178515043,0.97,17.16
India,2010,Central,COVID-19,292.94,1033.21,17.59,57.24,84.61,11.56,7.18,62.65,70,30,28.91,6841,4.02,24682618,0.99,12.19
India,2007,South,Flu,3967.17,952.19,16.03,44.58,95.99,1.12,4.3,90.19,59,27,32.94,4900,5.51,154822138,1.02,27.77
India,2013,Central,Heart Disease,2028.76,1055.2,13.89,62.81,30.03,8.03,1.44,34.67,68,22,48.83,5627,3.34,86640681,0.89,13.62
India,2010,East,Asthma,2592.93,1701.05,8.65,64.72,47.84,4.78,1.11,87.95,61,35,45.54,2414,3.87,9689829,1.08,15.44
India,2019,South,Cancer,4092.47,648.15,4.73,69.57,42.63,7.72,4.05,43.58,58,24,47.38,1967,3.15,62636427,0.87,14.64
India,2005,West,Malaria,4882.35,997.96,8.82,76.01,79.52,10.26,6.87,77.77,75,32,47.39,7884,3.9,94073757,0.99,14.17
India,2017,North,Cancer,983.27,1616.16,11.79,62.81,65.6,2.0,2.0,47.26,55,33,38.1,2436,2.13,38971095,1.03,29.39
India,2003,Central,Asthma,2037.28,105.73,18.16,70.1,78.62,2.29,5.69,50.42,63,25,43.25,5776,5.21,14052097,0.89,30.65
India,2013,West,Cancer,4467.73,1093.68,8.2,78.24,57.18,8.05,2.56,43.92,71,20,35.71,1510,3.98,11232056,0.94,33.04
India,2000,Central,Asthma,929.8,108.25,4.86,45.37,88.16,5.61,4.91,30.8,70,25,41.3,3972,3.33,126008223,1.04,22.67
India,2020,East,Diabetes,1169.87,1207.72,4.41,96.91,74.5,14.66,7.33,66.23,75,32,32.4,3073,5.8,148705659,0.99,16.4
India,2002,Central,COVID-19,3733.96,227.97,11.82,97.8,60.14,1.95,5.39,67.92,75,22,43.48,4857,4.57,135042027,1.04,17.08
India,2014,West,Heart Disease,2612.3,1792.12,16.33,77.42,38.34,14.15,1.69,80.73,66,23,41.02,6184,3.63,181577363,0.95,20.15
India,2021,Central,COVID-19,2772.85,174.18,11.35,78.51,49.22,10.77,4.97,76.65,65,23,33.81,4018,4.18,133130077,0.94,33.39
India,2021,North,Flu,576.14,261.62,18.95,63.66,21.97,3.46,2.7,54.99,67,35,37.55,6800,4.1,174927471,0.95,10.67
India,2020,Central,Diabetes,3506.51,754.73,17.28,48.31,34.0,6.13,0.54,86.7,74,23,32.76,7733,5.89,168945612,0.87,14.35
India,2019,West,Asthma,2763.35,579.84,15.25,55.29,20.48,8.99,3.08,81.67,68,23,38.2,4719,3.3,46927205,1.07,10.12
India,2003,Central,Tuberculosis,1990.95,1894.85,4.19,41.22,42.78,1.09,4.88,81.16,60,23,28.16,2246,5.7,196781483,0.97,30.65
India,2007,South,Cancer,4293.46,786.22,15.06,46.35,37.26,14.54,4.39,41.32,55,20,42.64,6996,3.91,58916870,1.03,12.59
India,2018,East,Cancer,3180.94,1686.23,19.58,97.14,81.82,12.22,3.09,55.29,74,30,30.73,2753,4.39,28936726,1.05,29.77
India,2023,North,Heart Disease,2094.93,1876.57,6.35,96.49,33.32,14.52,2.01,47.09,69,24,48.99,7437,5.73,164720397,0.97,24.39
India,2002,Central,Diabetes,2706.99,343.03,10.85,85.49,52.88,2.04,6.03,47.28,62,25,42.01,4219,5.75,41422696,0.88,28.69
India,2017,East,Malaria,1895.26,1959.69,2.85,82.79,81.81,10.03,7.24,59.54,56,29,33.51,3386,4.95,3943007,0.86,12.98
India,2005,South,COVID-19,4665.05,1988.93,19.85,44.86,34.55,13.96,0.3,57.87,68,35,27.66,4310,2.07,125453742,1.09,11.25
India,2018,West,Flu,1880.25,783.66,13.97,55.12,55.67,6.08,7.29,44.2,64,28,25.87,6118,4.1,58175048,0.99,29.98
India,2005,East,HIV/AIDS,4538.07,1172.61,19.74,90.02,35.91,5.75,5.07,33.96,72,20,31.75,2580,4.76,120588963,1.05,30.75
India,2005,South,Diabetes,449.87,445.83,12.13,49.34,48.26,7.94,3.66,31.87,61,25,47.51,3619,5.97,97938197,0.99,15.92
India,2002,East,HIV/AIDS,3064.92,1156.82,12.3,42.42,65.37,1.47,5.22,96.56,62,27,41.3,4079,4.52,5881322,0.9,28.6
India,2018,Central,Asthma,3833.04,1613.49,9.92,55.51,88.3,9.68,2.56,67.75,61,22,42.99,6958,5.02,79863131,1.05,30.1
India,2013,Central,HIV/AIDS,4723.1,1492.49,18.65,78.58,48.23,1.27,5.97,32.9,68,24,27.1,2594,2.93,62688201,0.95,29.93
India,2022,West,Diabetes,674.92,1355.84,17.61,46.32,32.88,3.74,6.48,70.73,74,21,49.39,7606,2.66,135673414,0.88,28.87
India,2006,Central,Tuberculosis,2655.93,1978.2,15.69,93.7,91.98,6.43,1.05,95.36,71,24,45.24,7240,3.88,138124892,0.88,28.64
India,2008,West,Asthma,2978.35,1364.73,8.49,71.98,95.59,2.29,0.38,74.81,73,35,48.52,4557,5.27,128441484,1.04,10.4
India,2004,South,Cancer,4117.04,1601.44,10.28,85.25,39.16,9.93,5.03,98.53,65,32,26.6,1505,3.55,160470540,1.05,10.73
India,2024,West,Diabetes,1786.31,677.83,10.46,67.23,82.73,5.67,5.84,90.16,65,33,44.25,2925,2.63,142330096,0.86,23.89
India,2012,Central,Flu,4749.1,506.92,2.63,93.56,71.93,10.94,1.52,69.67,60,20,49.22,6778,3.8,163610520,0.95,22.44
India,2003,North,Malaria,1504.39,334.44,16.79,51.01,69.5,9.12,7.14,55.25,56,21,31.01,4529,4.22,31891656,1.09,15.35
India,2005,South,Flu,231.53,1668.81,17.99,43.66,62.69,11.73,5.89,58.89,75,23,36.41,3558,4.11,105560751,0.89,26.11
India,2020,East,HIV/AIDS,2853.38,540.12,6.14,84.02,48.07,10.08,1.79,90.08,65,25,46.73,4863,5.46,92729793,0.86,32.95
India,2021,East,HIV/AIDS,2469.68,839.09,12.35,72.79,86.56,3.54,5.12,50.98,73,20,33.87,5339,2.38,89396510,1.0,28.92
India,2002,East,Heart Disease,2167.71,1652.23,7.14,88.64,64.09,1.18,6.72,76.83,64,30,28.06,6766,2.73,46200555,0.9,15.3
India,2019,South,Tuberculosis,2357.37,349.1,18.28,93.85,66.73,0.75,1.24,92.63,75,32,39.57,3891,3.43,194142331,0.87,22.13
India,2021,West,Heart Disease,4855.13,858.08,7.21,60.65,46.82,4.11,6.07,58.39,56,27,35.54,2563,2.44,84715880,0.87,24.93
India,2009,East,Diabetes,1709.7,1100.07,18.94,77.8,34.67,8.88,2.45,92.07,74,22,32.78,6212,5.17,48734401,1.05,31.78
India,2000,South,Cancer,3489.58,1605.22,5.94,48.73,94.55,12.96,4.44,50.25,56,25,25.43,3004,3.16,29678335,1.0,16.59
India,2012,West,Flu,4441.84,1672.21,9.18,67.56,94.66,7.11,4.94,79.93,66,30,37.93,7129,5.57,143788608,0.86,34.03
India,2025,West,Cancer,4782.97,477.81,8.07,97.02,51.54,2.39,0.99,37.73,64,23,43.61,2108,3.5,113349948,0.96,19.43
India,2024,East,Flu,1429.99,1455.63,12.17,56.1,78.69,8.99,6.8,46.98,63,31,25.17,2986,3.92,76457716,0.92,19.02
India,2001,North,COVID-19,1840.18,70.28,8.31,82.48,37.58,13.89,2.56,47.78,74,23,27.05,2091,3.92,117472057,0.86,12.16
India,2005,West,Malaria,1108.64,1076.98,9.29,43.54,83.06,9.3,7.7,51.85,59,31,49.59,3380,5.4,85017965,0.9,14.97
India,2022,East,Malaria,147.72,172.4,15.22,57.11,77.9,1.67,3.72,57.53,63,31,29.65,6326,3.03,29928635,1.06,29.7
India,2019,South,Flu,4897.73,839.04,14.03,80.7,89.98,14.81,3.62,42.78,64,21,30.98,7200,2.93,67852262,1.06,33.34
India,2006,East,COVID-19,4378.87,1208.14,17.54,76.67,74.77,4.15,1.57,76.61,68,30,48.92,2265,5.2,194371463,1.0,25.89
India,2020,South,Cancer,2939.34,1694.15,18.06,89.84,91.53,13.8,2.31,55.93,75,35,45.65,4022,5.01,151633206,0.85,26.43
India,2021,North,Heart Disease,2196.04,165.52,13.44,72.93,78.35,2.95,7.99,63.56,65,21,36.75,2396,3.0,117056949,1.09,21.15
India,2006,Central,Diabetes,4911.49,821.42,11.28,62.28,35.5,5.29,0.31,60.36,56,30,38.47,5615,2.34,31133020,0.93,17.62
India,2024,East,Cancer,4678.05,513.77,16.21,65.0,97.17,8.44,3.06,61.05,55,21,26.39,3520,4.09,179285769,1.09,20.14
India,2007,North,Malaria,330.43,1316.82,11.76,83.95,30.65,14.5,4.86,81.77,75,26,36.46,5571,5.02,126052996,0.88,20.88
India,2024,South,Heart Disease,3422.26,411.12,8.11,53.19,37.8,12.06,0.54,98.26,71,24,48.61,5701,4.26,128551525,1.05,30.79
India,2008,Central,Diabetes,1309.64,170.45,9.11,43.71,95.01,10.46,7.56,84.97,57,30,28.6,6841,2.78,28160352,0.92,26.01
India,2020,South,Malaria,4819.1,1814.52,3.37,56.15,76.76,1.33,3.78,66.3,72,35,37.31,4281,2.02,148187222,1.02,12.72
India,2007,East,Heart Disease,4842.02,308.05,6.79,83.68,59.8,1.27,1.56,56.8,55,28,31.19,3304,5.36,96438760,1.04,23.86
India,2005,Central,Tuberculosis,553.68,1817.53,3.09,43.48,85.04,9.96,7.73,36.46,75,25,42.71,3048,5.56,43295383,1.04,16.86
India,2018,East,Tuberculosis,4533.19,354.48,18.41,50.69,73.69,6.01,1.92,39.21,60,35,43.19,4985,3.02,62685655,1.01,16.01
India,2015,East,Diabetes,3142.4,911.03,10.2,46.85,62.64,3.97,3.67,62.63,67,28,43.42,3684,2.55,188566518,1.1,29.91
India,2003,North,Diabetes,3552.12,903.46,2.41,51.7,97.59,11.72,3.39,32.05,68,20,28.69,4171,5.91,26300491,1.09,28.84
India,2013,East,COVID-19,2679.87,474.73,15.51,42.89,56.39,10.29,6.68,89.98,72,26,35.66,7185,5.6,131871047,0.85,23.47
India,2025,Central,Tuberculosis,1745.16,603.73,14.58,61.07,62.41,3.66,4.78,70.46,56,25,27.47,1886,5.35,88473252,1.06,12.31
India,2002,East,Heart Disease,2980.22,1573.79,11.34,75.93,39.89,9.65,1.53,98.01,71,33,34.8,5714,4.74,156637011,0.87,24.8
India,2005,Central,Flu,3029.11,1636.21,18.4,90.87,60.57,8.25,5.14,61.97,66,32,43.38,3039,4.06,108181399,0.93,26.36
India,2001,South,Malaria,4751.83,494.04,0.8,84.17,82.62,0.54,4.04,79.04,59,30,47.68,1585,3.52,55574866,0.99,33.3
India,2002,North,COVID-19,1687.21,945.8,19.58,70.8,21.05,10.26,6.23,31.94,64,30,31.26,4453,4.17,81741150,0.86,31.32
India,2008,West,Asthma,1407.35,1132.61,19.22,54.27,28.91,8.76,6.92,45.39,56,24,36.44,4094,5.19,147891692,0.9,27.87
India,2012,West,Malaria,1222.93,624.96,10.77,45.18,21.61,13.17,2.27,99.3,64,26,47.11,1527,4.29,71589522,0.97,10.63
India,2021,East,Asthma,2210.11,1009.01,7.77,92.58,35.91,12.39,0.87,86.74,59,29,49.33,3186,4.21,56502253,1.06,23.24
India,2018,West,Malaria,3972.43,1338.92,19.02,41.47,34.56,10.2,1.39,72.21,74,29,49.44,2190,5.66,134361613,1.08,33.34
India,2014,Central,Cancer,737.42,993.85,8.66,62.23,76.28,14.21,0.45,62.08,63,21,30.47,3351,4.51,166596524,1.07,16.31
India,2009,Central,Diabetes,1651.08,1988.52,18.63,82.13,30.99,14.66,7.93,55.45,60,20,49.14,2501,5.14,98278875,0.98,23.97
India,2005,South,HIV/AIDS,1402.4,860.0,17.05,50.18,62.43,8.93,1.81,31.78,75,35,35.99,7211,2.83,129928360,0.91,32.09
India,2003,East,Asthma,146.27,45.34,9.89,43.4,72.97,0.57,7.89,90.36,70,24,44.25,5193,3.71,17190193,0.92,11.15
India,2025,North,HIV/AIDS,752.53,1232.46,11.3,94.57,67.92,7.91,7.55,86.06,75,21,33.31,2252,2.73,161409982,0.85,32.14
India,2019,East,Flu,1730.87,882.26,16.05,77.51,86.45,7.66,1.8,35.4,69,30,44.28,3394,5.11,73142626,0.91,14.24
India,2016,Central,Tuberculosis,1996.27,1966.34,19.63,76.93,60.8,11.14,2.09,59.84,72,33,39.97,5911,2.6,189206526,1.09,32.15
India,2008,North,Diabetes,3240.3,642.68,16.53,60.95,56.89,2.25,1.79,75.87,69,22,44.77,5007,2.87,19665446,1.0,10.47
India,2004,West,Tuberculosis,1849.01,1920.08,8.18,67.54,65.95,7.44,0.4,33.3,58,26,47.9,6078,2.68,14721706,1.07,17.05
India,2018,North,Flu,4046.91,1814.77,18.49,45.08,27.44,8.57,0.44,89.62,59,21,40.14,3277,3.19,189263482,0.95,30.45
India,2014,West,Flu,1069.22,1916.03,13.58,51.52,99.68,10.61,7.9,60.8,57,24,42.4,5215,5.36,177865681,0.87,26.47
India,2014,East,COVID-19,1197.8,1795.15,2.15,78.95,32.04,13.12,4.72,47.78,60,27,47.44,6004,2.21,22820103,0.9,22.9
India,2004,Central,COVID-19,820.98,1031.85,10.13,69.25,96.48,12.98,6.98,38.34,71,31,46.84,1809,2.3,182014865,1.03,21.48
India,2002,East,Tuberculosis,1767.11,1925.38,7.63,80.26,67.75,14.53,7.14,90.68,71,23,33.51,4659,5.99,96266874,0.99,29.49
India,2004,South,Flu,199.85,1798.7,17.14,72.74,68.4,12.17,0.12,93.34,57,33,42.9,4803,4.78,144750208,0.94,18.32
India,2013,East,Tuberculosis,637.5,1854.33,10.37,94.14,69.54,7.9,5.1,75.15,58,25,42.98,3026,2.56,170562507,0.97,29.45
India,2014,East,Cancer,2359.91,1505.74,13.43,60.82,89.75,11.49,2.19,40.01,62,26,28.74,5115,2.58,17997337,1.09,30.83
India,2016,Central,Diabetes,1475.48,206.04,4.75,82.79,47.45,4.31,4.2,92.76,66,33,27.28,7710,3.35,147918367,0.88,15.77
India,2004,East,Tuberculosis,3228.21,1034.74,17.9,93.92,71.86,2.15,6.19,57.37,65,24,43.73,5100,5.92,115197000,0.97,23.64
India,2020,West,Malaria,970.56,634.02,6.6,61.43,88.11,13.53,7.33,57.53,66,20,36.92,2693,3.41,164898869,0.94,17.61
India,2013,South,Asthma,2456.01,244.13,19.9,86.69,90.84,2.76,0.33,97.6,75,31,49.18,5727,2.95,177874887,1.07,27.13
India,2020,Central,COVID-19,1974.15,1105.74,14.4,67.92,26.24,10.84,7.05,36.23,57,35,36.55,4939,2.76,100218960,0.91,17.99
India,2015,East,COVID-19,1290.83,941.25,3.35,84.71,91.79,10.39,5.81,94.58,74,34,32.07,4456,5.32,177469494,0.99,34.23
India,2014,North,COVID-19,1987.2,1223.28,2.93,92.42,31.12,8.17,3.49,76.0,59,21,35.31,7930,3.17,104700844,0.85,32.12
India,2015,South,Cancer,4678.61,1922.42,13.59,91.35,54.92,13.76,0.96,69.75,55,27,36.97,7278,3.69,89848235,1.05,10.51
India,2003,East,HIV/AIDS,4776.68,313.68,11.67,91.0,73.0,12.62,3.66,69.57,64,22,45.8,3401,5.03,120296509,0.95,25.8
India,2018,East,HIV/AIDS,4589.42,1689.74,10.37,71.0,20.16,3.9,5.03,96.52,66,35,41.33,4092,3.04,106583083,0.97,30.93
India,2013,Central,COVID-19,3585.42,683.41,17.69,49.41,76.79,13.79,5.96,35.67,57,30,40.95,4246,4.21,71288022,0.99,16.09
India,2023,Central,Tuberculosis,1536.87,1980.04,17.4,65.05,36.28,7.4,2.11,89.31,74,34,40.43,4453,4.09,161455965,0.9,22.71
India,2015,West,Tuberculosis,3460.68,1654.74,14.31,41.61,42.0,11.61,6.99,67.18,71,21,31.19,7975,3.54,45327315,0.97,24.14
India,2000,North,Tuberculosis,1783.91,113.9,2.03,78.89,22.42,12.1,4.83,35.43,55,35,29.58,5668,2.24,65670843,0.97,24.29
India,2021,Central,Diabetes,2222.02,523.85,8.88,70.13,95.14,1.43,3.84,93.91,63,20,29.78,5654,2.01,126031449,0.94,13.44
India,2005,South,Asthma,4709.88,1010.94,18.77,63.54,33.34,7.15,4.43,87.64,56,32,45.32,2263,2.55,155023419,0.97,29.82
India,2009,West,Flu,1310.39,905.36,18.46,56.21,71.62,13.24,4.76,47.54,67,29,34.63,2735,3.67,71184772,0.99,18.54
India,2008,West,Diabetes,2379.35,1472.38,7.33,82.7,95.54,12.55,2.09,54.9,70,35,44.61,6266,4.98,159985304,0.94,30.48
India,2022,West,Tuberculosis,4773.94,1026.87,10.03,93.41,54.26,2.88,6.47,64.22,68,33,44.95,3900,3.4,111646635,0.88,34.47
India,2024,West,Flu,4447.52,22.08,13.53,40.8,62.8,7.53,2.24,79.68,69,28,46.79,5578,5.98,181074150,0.96,30.3
India,2001,North,Flu,2304.52,980.5,11.3,64.92,35.36,9.73,0.26,49.67,61,29,30.26,7437,3.76,33718635,0.87,11.16
India,2016,East,Diabetes,3636.94,1647.29,12.74,48.16,74.79,9.71,2.1,67.13,73,31,33.55,5582,3.51,26817492,0.97,19.67
India,2001,East,Heart Disease,1699.11,1399.42,9.06,51.77,25.37,2.51,3.07,35.51,73,35,37.64,4681,2.58,96384448,1.05,21.73
India,2010,Central,COVID-19,3473.49,64.11,13.42,50.21,58.18,11.25,1.44,80.76,72,20,40.72,4267,3.9,151353409,1.04,32.08
India,2011,Central,COVID-19,2492.73,1139.84,6.19,97.79,93.44,13.94,3.41,32.35,75,21,26.47,3440,2.89,117560974,1.02,29.29
India,2020,Central,HIV/AIDS,4777.3,1574.69,16.92,69.11,46.4,12.28,6.63,81.59,56,22,36.36,3163,3.7,156048140,1.06,17.56
India,2022,North,Heart Disease,1410.42,1881.38,0.26,54.48,75.9,5.46,5.28,81.12,60,26,29.08,2255,4.77,87168285,1.04,12.22
India,2001,Central,Asthma,4138.57,1531.5,11.64,41.53,63.1,6.84,5.66,74.09,55,35,33.09,2914,3.36,70151927,1.04,18.53
India,2013,North,HIV/AIDS,4268.73,1988.29,3.39,65.09,89.17,12.42,7.61,76.73,63,31,44.29,6379,2.54,71437394,1.0,29.22
India,2008,South,Cancer,436.32,1273.16,11.04,71.93,40.09,4.23,3.81,72.87,72,22,34.89,5374,3.12,117786532,0.92,32.58
India,2014,East,Cancer,2632.46,1577.85,16.95,82.37,46.85,7.17,2.93,93.23,68,30,27.78,2913,5.27,89833242,1.05,19.04
India,2017,North,Asthma,4380.86,1071.2,5.21,85.29,85.34,7.09,7.66,65.23,65,29,35.45,1866,2.84,21090812,1.06,23.78
India,2020,North,Heart Disease,2721.72,1577.15,2.61,95.88,53.05,1.21,0.95,50.25,63,33,41.85,3758,3.98,83116519,0.87,33.61
